epoch,accuracy,loss,val_accuracy,val_loss
0,0.25519999861717224,2.086526393890381,0.13650000095367432,2.7397403717041016
1,0.3529999852180481,1.767730712890625,0.2213750034570694,2.8281564712524414
2,0.3889999985694885,1.654798984527588,0.2606250047683716,2.5524747371673584
3,0.4203999936580658,1.5692633390426636,0.2784999907016754,2.253141403198242
4,0.4408000111579895,1.508179783821106,0.3876250088214874,1.6767712831497192
5,0.4578000009059906,1.4565081596374512,0.4805000126361847,1.4208130836486816
6,0.4747999906539917,1.391978144645691,0.4152500033378601,1.7174279689788818
7,0.4880000054836273,1.3613682985305786,0.4323750138282776,1.6854441165924072
8,0.5081999897956848,1.3222265243530273,0.4762499928474426,1.4810882806777954
9,0.5148000121116638,1.3017572164535522,0.5033749938011169,1.3955425024032593
10,0.5317999720573425,1.2666635513305664,0.4958750009536743,1.3900309801101685
11,0.5429999828338623,1.2253912687301636,0.4947499930858612,1.391524314880371
12,0.5515999794006348,1.2085028886795044,0.4427500069141388,1.6810556650161743
13,0.5702000260353088,1.172168493270874,0.5406249761581421,1.3403692245483398
14,0.5821999907493591,1.1353846788406372,0.44712498784065247,1.6824851036071777
15,0.5745999813079834,1.1536426544189453,0.549875020980835,1.2590227127075195
16,0.599399983882904,1.1044836044311523,0.47187501192092896,1.6870592832565308
17,0.6025999784469604,1.0945940017700195,0.4972499907016754,1.4368973970413208
18,0.6136000156402588,1.0549664497375488,0.41475000977516174,2.1305882930755615
19,0.6144000291824341,1.0520886182785034,0.3955000042915344,1.8918683528900146
20,0.6208000183105469,1.0351084470748901,0.43050000071525574,1.8611650466918945
21,0.6273999810218811,1.0154199600219727,0.5218750238418579,1.4955506324768066
22,0.629800021648407,1.0038902759552002,0.5605000257492065,1.2629916667938232
23,0.6345999836921692,0.9927169680595398,0.46812498569488525,1.8432503938674927
24,0.6305999755859375,1.0122379064559937,0.5931249856948853,1.1327036619186401
25,0.6552000045776367,0.9587780237197876,0.49787500500679016,1.5448359251022339
26,0.6407999992370605,0.9794340133666992,0.5882499814033508,1.1933943033218384
27,0.6462000012397766,0.9625974893569946,0.606249988079071,1.127417802810669
28,0.6615999937057495,0.9391604661941528,0.6132500171661377,1.1251509189605713
29,0.6614000201225281,0.941031277179718,0.5318750143051147,1.40745210647583
30,0.6661999821662903,0.9212060570716858,0.6101250052452087,1.127506971359253
31,0.6705999970436096,0.8957727551460266,0.5558750033378601,1.3644920587539673
32,0.6690000295639038,0.9088809490203857,0.5903750061988831,1.2278989553451538
33,0.6718000173568726,0.907589852809906,0.5747500061988831,1.2709239721298218
34,0.6808000206947327,0.8782550692558289,0.6191250085830688,1.1116676330566406
35,0.6830000281333923,0.8872766494750977,0.6115000247955322,1.142798662185669
36,0.6855999827384949,0.8703232407569885,0.6190000176429749,1.1001193523406982
37,0.6830000281333923,0.8766294717788696,0.4791249930858612,1.6824512481689453
38,0.6869999766349792,0.8656052947044373,0.6182500123977661,1.0811059474945068
39,0.6862000226974487,0.8400609493255615,0.6022499799728394,1.187510371208191
40,0.6977999806404114,0.8327587842941284,0.6305000185966492,1.0827014446258545
41,0.6962000131607056,0.8402815461158752,0.40724998712539673,2.4088168144226074
42,0.6940000057220459,0.8291111588478088,0.621874988079071,1.16022527217865
43,0.7085999846458435,0.8058308362960815,0.398375004529953,2.2991983890533447
44,0.7006000280380249,0.815578818321228,0.5576249957084656,1.380364179611206
45,0.7008000016212463,0.8141395449638367,0.6445000171661377,1.0521240234375
46,0.7124000191688538,0.7923274636268616,0.6455000042915344,1.0439833402633667
47,0.7164000272750854,0.7810421586036682,0.6209999918937683,1.1241941452026367
48,0.723800003528595,0.7724510431289673,0.628250002861023,1.1270784139633179
49,0.718999981880188,0.7767150402069092,0.6557499766349792,1.019038200378418
50,0.7314000129699707,0.7620993852615356,0.5982499718666077,1.213776707649231
51,0.7355999946594238,0.7455167770385742,0.5991250276565552,1.281901240348816
52,0.7347999811172485,0.7293091416358948,0.5715000033378601,1.4434200525283813
53,0.7376000285148621,0.7257682085037231,0.6338750123977661,1.1305437088012695
54,0.7311999797821045,0.7312684059143066,0.5762500166893005,1.3428082466125488
55,0.7372000217437744,0.7331411242485046,0.5690000057220459,1.3763803243637085
56,0.7444000244140625,0.7071556448936462,0.6576250195503235,1.0521260499954224
57,0.7351999878883362,0.7162004709243774,0.6628749966621399,1.004997730255127
58,0.7455999851226807,0.7035672664642334,0.6527500152587891,1.08055579662323
59,0.7486000061035156,0.701989471912384,0.643625020980835,1.105454683303833
60,0.7545999884605408,0.7014504075050354,0.6430000066757202,1.1113858222961426
61,0.7635999917984009,0.6753953099250793,0.6675000190734863,1.0279076099395752
62,0.754800021648407,0.6742031574249268,0.6667500138282776,1.0100865364074707
63,0.7631999850273132,0.6599412560462952,0.6570000052452087,1.0470750331878662
64,0.7572000026702881,0.673298180103302,0.6756250262260437,1.0038259029388428
65,0.767799973487854,0.6528506278991699,0.6646249890327454,1.0384929180145264
66,0.7627999782562256,0.652641236782074,0.6575000286102295,1.0545343160629272
67,0.7684000134468079,0.6573367118835449,0.6766250133514404,0.9945123195648193
68,0.7721999883651733,0.6561480164527893,0.655875027179718,1.0994409322738647
69,0.7675999999046326,0.6434104442596436,0.6393749713897705,1.1873525381088257
70,0.7720000147819519,0.6328124403953552,0.6546249985694885,1.0907437801361084
71,0.7748000025749207,0.632577657699585,0.5927500128746033,1.389543056488037
72,0.774399995803833,0.6277353167533875,0.659250020980835,1.0892049074172974
73,0.7735999822616577,0.6346296668052673,0.668624997138977,1.0592622756958008
74,0.7851999998092651,0.6177534461021423,0.6694999933242798,1.0450994968414307
75,0.7875999808311462,0.6085363626480103,0.6604999899864197,1.0758789777755737
76,0.7842000126838684,0.5986594557762146,0.6816250085830688,0.9909945130348206
77,0.776199996471405,0.6110424399375916,0.6777499914169312,1.0274977684020996
78,0.7825999855995178,0.6089540719985962,0.6677500009536743,1.0464838743209839
