epoch,accuracy,loss,val_accuracy,val_loss
0,0.23800000548362732,2.222231149673462,0.32875001430511475,1.8913309574127197
1,0.32519999146461487,1.885996699333191,0.36387500166893005,1.776748776435852
2,0.35519999265670776,1.8039015531539917,0.36762499809265137,1.7996577024459839
3,0.34940001368522644,1.786841630935669,0.3552500009536743,1.9405239820480347
4,0.3776000142097473,1.7413595914840698,0.3959999978542328,1.7313123941421509
5,0.38760000467300415,1.6881980895996094,0.40962499380111694,1.7340627908706665
6,0.3862000107765198,1.6773662567138672,0.3869999945163727,1.7639129161834717
7,0.4032000005245209,1.6522570848464966,0.41324999928474426,1.6809006929397583
8,0.4081999957561493,1.6392673254013062,0.42250001430511475,1.6570320129394531
9,0.4129999876022339,1.62752103805542,0.42512500286102295,1.647039771080017
10,0.4113999903202057,1.6131534576416016,0.4244999885559082,1.6610939502716064
11,0.41440001130104065,1.6009327173233032,0.421750009059906,1.6625009775161743
12,0.4146000146865845,1.6065150499343872,0.41874998807907104,1.6485092639923096
13,0.42239999771118164,1.588625431060791,0.43575000762939453,1.6163358688354492
14,0.44179999828338623,1.5537046194076538,0.42287498712539673,1.6293522119522095
15,0.426800012588501,1.5643757581710815,0.43162500858306885,1.625125765800476
16,0.4277999997138977,1.5641590356826782,0.4391250014305115,1.6474043130874634
17,0.4325999915599823,1.5503177642822266,0.4519999921321869,1.5685884952545166
18,0.4410000145435333,1.5457854270935059,0.4286249876022339,1.6395553350448608
19,0.44620001316070557,1.543700933456421,0.4544999897480011,1.539099097251892
20,0.4474000036716461,1.5317776203155518,0.45087501406669617,1.568100094795227
21,0.4453999996185303,1.521031141281128,0.4482499957084656,1.5733153820037842
22,0.4537999927997589,1.5071918964385986,0.4463750123977661,1.5738188028335571
23,0.4521999955177307,1.5168907642364502,0.43662500381469727,1.6133415699005127
24,0.454800009727478,1.511191487312317,0.43924999237060547,1.618875503540039
25,0.44839999079704285,1.5175968408584595,0.43575000762939453,1.6247042417526245
26,0.4456000030040741,1.4941304922103882,0.4569999873638153,1.553023099899292
