epoch,accuracy,loss,val_accuracy,val_loss
0,0.2587999999523163,2.0548148155212402,0.15725000202655792,2.665729522705078
1,0.34220001101493835,1.7718664407730103,0.11862500011920929,3.5524492263793945
2,0.3781999945640564,1.6583806276321411,0.2798750102519989,2.1305646896362305
3,0.4108000099658966,1.5548055171966553,0.37162500619888306,1.716681957244873
4,0.4415999948978424,1.4917778968811035,0.4398750066757202,1.5803132057189941
5,0.46480000019073486,1.429580807685852,0.42124998569488525,1.5613508224487305
6,0.4745999872684479,1.4017399549484253,0.46924999356269836,1.4403926134109497
7,0.4925999939441681,1.3722118139266968,0.4466249942779541,1.7337558269500732
8,0.5162000060081482,1.2948380708694458,0.34325000643730164,2.3704330921173096
9,0.5198000073432922,1.288132667541504,0.45237499475479126,1.5864500999450684
10,0.5350000262260437,1.2657766342163086,0.484250009059906,1.4848405122756958
11,0.5356000065803528,1.2515515089035034,0.41337499022483826,1.7081003189086914
12,0.5608000159263611,1.1888898611068726,0.43174999952316284,1.695821762084961
13,0.5631999969482422,1.1717710494995117,0.5573750138282776,1.2369601726531982
14,0.5759999752044678,1.1612188816070557,0.4909999966621399,1.4161280393600464
15,0.5950000286102295,1.121377944946289,0.5138750076293945,1.3946369886398315
16,0.5924000144004822,1.1165672540664673,0.5143749713897705,1.4339758157730103
17,0.5983999967575073,1.0882292985916138,0.550000011920929,1.2974170446395874
18,0.6051999926567078,1.0877153873443604,0.48637500405311584,1.6782702207565308
19,0.6132000088691711,1.0589656829833984,0.5630000233650208,1.2613073587417603
20,0.614799976348877,1.0463532209396362,0.5867499709129333,1.1736266613006592
21,0.6205999851226807,1.0440348386764526,0.4729999899864197,1.6923898458480835
22,0.621399998664856,1.0312058925628662,0.4776250123977661,1.639851450920105
23,0.6412000060081482,0.9872049689292908,0.5425000190734863,1.3137340545654297
24,0.6367999911308289,1.0037198066711426,0.4950000047683716,1.6452741622924805
25,0.635200023651123,0.9872629642486572,0.4359999895095825,2.201565980911255
26,0.6525999903678894,0.9675084948539734,0.6001250147819519,1.1586582660675049
27,0.6448000073432922,0.96670001745224,0.46787500381469727,1.727700114250183
28,0.6552000045776367,0.9637355208396912,0.5988749861717224,1.1752475500106812
29,0.6657999753952026,0.9323326349258423,0.5659999847412109,1.3582370281219482
30,0.6669999957084656,0.9349005818367004,0.6038749814033508,1.1694025993347168
31,0.6629999876022339,0.92824786901474,0.5843750238418579,1.2796943187713623
32,0.6625999808311462,0.9230648279190063,0.5637500286102295,1.3354970216751099
33,0.6809999942779541,0.9049127697944641,0.5329999923706055,1.5466111898422241
34,0.682200014591217,0.8925496339797974,0.6075000166893005,1.1794601678848267
35,0.6808000206947327,0.8985571265220642,0.6088749766349792,1.2121975421905518
36,0.6872000098228455,0.8709495067596436,0.5971249938011169,1.1876165866851807
37,0.6840000152587891,0.8866422772407532,0.6327499747276306,1.0637038946151733
38,0.6827999949455261,0.875392496585846,0.596750020980835,1.2150630950927734
39,0.6941999793052673,0.8709912896156311,0.6076250076293945,1.253034234046936
40,0.6953999996185303,0.8580180406570435,0.6503750085830688,1.048583745956421
41,0.7038000226020813,0.8321689367294312,0.6371250152587891,1.0950672626495361
42,0.7031999826431274,0.8274356722831726,0.6043750047683716,1.1546975374221802
43,0.6985999941825867,0.8345889449119568,0.643875002861023,1.067238450050354
44,0.703000009059906,0.8074972629547119,0.6370000243186951,1.0620293617248535
45,0.7077999711036682,0.8179272413253784,0.6336249709129333,1.1017134189605713
46,0.7134000062942505,0.8077929615974426,0.6291249990463257,1.1110239028930664
47,0.7124000191688538,0.7861498594284058,0.6612499952316284,1.0016404390335083
48,0.7233999967575073,0.7852081060409546,0.5849999785423279,1.3060489892959595
