epoch,loss,psnr,ssim,val_loss,val_psnr,val_ssim
0,0.10085732489824295,15.3432035446167,0.3535427153110504,0.18642514944076538,10.721871376037598,0.2350476235151291
1,0.059522319585084915,19.461267471313477,0.5369359254837036,0.14339353144168854,12.907289505004883,0.3304744064807892
2,0.0492430105805397,21.206432342529297,0.6168228983879089,0.10671661049127579,15.403409004211426,0.4265970289707184
3,0.04585685580968857,21.8133487701416,0.6454634070396423,0.05875847861170769,20.141454696655273,0.5964415073394775
4,0.043833810836076736,22.166454315185547,0.6624523997306824,0.04527965560555458,21.91853141784668,0.6512969136238098
5,0.042569972574710846,22.376911163330078,0.6738492846488953,0.045675504952669144,21.916542053222656,0.6506706476211548
6,0.04113420471549034,22.67438507080078,0.6887076497077942,0.04845147579908371,21.686752319335938,0.6481978297233582
7,0.04008084535598755,22.871076583862305,0.6979146599769592,0.04306754842400551,22.370616912841797,0.6814460158348083
8,0.039601679891347885,22.962177276611328,0.7028034329414368,0.040001269429922104,22.865203857421875,0.6973966360092163
9,0.03891582041978836,23.088388442993164,0.7084538340568542,0.040068287402391434,22.958515167236328,0.6971338987350464
10,0.038363002240657806,23.19647979736328,0.7134682536125183,0.04034152999520302,22.858524322509766,0.6962791681289673
11,0.037776459008455276,23.29181480407715,0.7186519503593445,0.04053361341357231,22.79869270324707,0.6956064701080322
12,0.03739239647984505,23.372112274169922,0.7209640741348267,0.03691204637289047,23.47939109802246,0.7275916337966919
13,0.036976445466279984,23.461048126220703,0.7255867719650269,0.04201168939471245,22.646427154541016,0.6888972520828247
14,0.03674276918172836,23.489395141601562,0.727000892162323,0.03785329312086105,23.341981887817383,0.7210792899131775
15,0.03608158230781555,23.6440486907959,0.7333999872207642,0.0389409214258194,23.105998992919922,0.7138424515724182
16,0.036094166338443756,23.640491485595703,0.7332678437232971,0.037757761776447296,23.34908676147461,0.7224072813987732
17,0.03591185808181763,23.689916610717773,0.7359203100204468,0.039251845329999924,23.058109283447266,0.7104085683822632
18,0.03560839965939522,23.754661560058594,0.7387610673904419,0.036613963544368744,23.62183380126953,0.7375050187110901
19,0.03514998406171799,23.819204330444336,0.742204487323761,0.03485997021198273,23.848873138427734,0.7491631507873535
20,0.035222992300987244,23.854480743408203,0.7439072132110596,0.03548000752925873,23.830997467041016,0.7413874268531799
21,0.034918759018182755,23.88593292236328,0.7454087138175964,0.03511860966682434,23.826601028442383,0.7456022500991821
22,0.03475320339202881,23.905141830444336,0.7462883591651917,0.03563101217150688,23.698223114013672,0.7392417788505554
23,0.03429829329252243,24.00799560546875,0.7507176995277405,0.03406134992837906,24.06418800354004,0.7529670000076294
24,0.03446879982948303,23.977651596069336,0.7484430074691772,0.03358204662799835,24.18142318725586,0.7576095461845398
25,0.03439828008413315,24.00609588623047,0.7509718537330627,0.03344789519906044,24.153553009033203,0.7576687932014465
26,0.03398893028497696,24.061105728149414,0.7535552382469177,0.033074744045734406,24.25813102722168,0.7624843120574951
27,0.0336950421333313,24.106332778930664,0.7558863759040833,0.03360492363572121,24.20501136779785,0.7574023008346558
28,0.0338982492685318,24.07876968383789,0.7543560862541199,0.03327380493283272,24.21633529663086,0.7603849768638611
29,0.03380095586180687,24.093706130981445,0.7558029890060425,0.03427988290786743,23.91983985900879,0.7515512704849243
30,0.03340590372681618,24.185941696166992,0.7596082091331482,0.0338672511279583,24.018281936645508,0.7513444423675537
31,0.03383410722017288,24.117897033691406,0.7553086876869202,0.03331393375992775,24.163896560668945,0.7611395716667175
32,0.03377571702003479,24.136877059936523,0.7561725378036499,0.03390450030565262,24.085018157958984,0.7576069235801697
33,0.03376900032162666,24.144826889038086,0.7563206553459167,0.03243133798241615,24.304790496826172,0.7691103219985962
34,0.033214036375284195,24.22283935546875,0.7612472772598267,0.0323927141726017,24.384654998779297,0.7676944732666016
35,0.033438727259635925,24.181455612182617,0.7581784725189209,0.03347198665142059,24.218345642089844,0.7616525292396545
36,0.03342356160283089,24.18286895751953,0.7592334747314453,0.03259897977113724,24.330249786376953,0.768236517906189
37,0.03275224566459656,24.323728561401367,0.7643691897392273,0.03200647234916687,24.46087074279785,0.7722117900848389
38,0.03331112116575241,24.204362869262695,0.7608788013458252,0.03316586837172508,24.21677589416504,0.7604626417160034
39,0.033112168312072754,24.276094436645508,0.7623981237411499,0.03198275342583656,24.519685745239258,0.7722424268722534
40,0.03252888098359108,24.379037857055664,0.7667301893234253,0.03214976191520691,24.3862247467041,0.7720361351966858
41,0.03322610631585121,24.23499298095703,0.7612240314483643,0.03320154920220375,24.253185272216797,0.7620686292648315
